,datetime,city,state,shape,comment
0,12/31/18 23:30,San Antonio,TX,Sphere,"I saw fiery orange lights no sound flying at low altitude no noise they moved south then flanked back but they all flanked at the same area  as they flew higher I took pictures and video  I tried to close up to see if they were lanterns but there was no flickering I have seen them before, but can’t identify them."
1,12/31/18 23:00,Ponte Vedra,FL,Light,Green blinking lights zig zag in the sky Florida
2,12/31/18 22:00,Spring,TX,<br/>,Red/ Orange lights - spherical shape
3,12/31/18 21:47,Brandon,MS,Unknown,"2 strange formations of continuous red-orange, silent craft in the night sky."
4,12/31/18 21:45,Kiawah Island,SC,Sphere,"On New Year’s Eve night on Kiawah Island, I caught a glimpse of a strange orange sphere moving quickly."
5,12/31/18 21:41,Ormond Beach,FL,Fireball,Orange glowing object racing though the sky.
6,12/31/18 21:25,Mt. View,HI,Circle,"Seemingly low-flying, and incandescent, flying orb came from NW towards SE in very deliberate linear fashion at 9:25 p as I stood upon my roof, coincidentally taking in New Year's eve fireworks.  Appeared seemingly as a large firework rocket gone astray but just continued constant incandescence and just continued to the south in satellite fashion--just oranger and lower."
7,12/31/18 20:55,Brookfield,IL,Oval,Flying red ball seemed to stop and then continue on.
8,12/31/18 20:28,Kalaloch Campground,WA,Light,Kalaloch Campground extremley bright lights on ocean horizon.
9,12/31/18 20:15,East Haven,CT,Circle,Glowing round object descends from sky the shoots out of site.
10,12/31/18 19:30,New Port Richey,FL,Unknown,Eight red/orange lights moving generally south to northerly direction.  2 stacked lead and the rest separated by a good distance from one another.  They moved slowly north.  My family saw them as well as my neighbor.
11,12/31/18 06:45,Benicia,CA,Oval,A shining bright circle came from the top of the sky it went down towards earth then turned into an oval then turned around and disappeared
12,12/31/18 00:00,Schaumburg,IL,Teardrop,Exactly at midnight 12 teardopped shapespacecrafts filled the sky and raced in oval shaped patterns very quickly in the sky.
13,12/30/18 22:10,South Enterprise (near),MS,Flash,"Light flashing at regular intervals, no seen source."
14,12/30/18 21:30,Spokane,WA,Circle,"Moving circular white light/object slows down, merges with second, smaller light, combined object turns 90 degrees, and disappears."
15,12/30/18 20:30,Titusville,FL,Light,10-12 orange lights seen at night on 95 South in Titusville.  Within about 5 minutes they changed formation 3 times before disappearing.
16,12/30/18 18:00,Spokane,WA,Fireball,Numerous objects flying NW to SE over Spokane County.
17,12/30/18 18:00,Lodi,OH,Light,A star with flashing colored lights moving erratically
18,12/30/18 18:00,Spokane,WA,Circle,"They were orange, they made no sound.  They came from the northwest and traveled to the southeast direction.  They appeared one at a time and seemed to come from a low altitude and as they traveled they seemed to go higher then disappear."
19,12/30/18 15:30,Miami,FL,Disk,"((NUFORC Note:  Witness provides no data, and elects to remain anonymous.  PD))"
20,12/30/18 12:25,New London,IA,<br/>,MADAR Node 99
21,12/30/18 05:00,Port Perry (Canada),ON,Light,Very Low Bright Intense White Light Triangle Shape
22,12/30/18 00:00,Pensacola,FL,Changing,Alien beings just outside my window.  Put up a screen like cloth to cloak themselves and there craft.  I could see through it and have m.
23,12/29/18 23:08,Sugar Grove,IL,Light,I was driving home when I noticed in the sky there was a big bright shaped sphere of light in the middle of the dark sky.  It was 11:00 at night so it was very dark every where else but in this one area in the sky.
24,12/29/18 20:30,Porstmouth,VA,Unknown,Three stationary lights clumped together.
25,12/29/18 20:20,M1 southbound near j8,<br/>,Light,Bright light appeared.  We thought it was an aeroplane but because it was so bright and moved so fast we knew it couldn’t be.  It then disappeared.
26,12/29/18 18:00,West Hartford,CT,Sphere,A small orange reddish ball rose from the ground  Pass three sets of windows  Ascending higher and out of sight
27,12/29/18 17:46,Ojai,CA,Oval,Bright green object (ball with tail) fell fast from the sky.
28,12/29/18 17:00,New Haven,CT,Disk,A metallic saucer shaped craft flew diagonally from the top of Heroes Tunnel in New Haven up about 500 ft to the right.  It was the size of small vehicle.  It then hovered next to another similar craft and then both saucers disappeared
29,12/29/18 15:15,Bizerte (Tunisia),YT,Unknown,Was not visible to the naked eye only after reviewing our photos we had noticed the strange object following us for three minutes.  We could not understand what was the strange object it looked like a body of a whale but very confusing to describe
30,12/29/18 00:29,Sanger,TX,Changing,We saw a bright fiery object in the sky that changed shape frequently and had smaller objects fly up towards it.
31,12/28/18 21:05,Barboursville,WV,Sphere,Two objects appear to merge then shoot out blue light.
32,12/28/18 21:04,Webster,NY,Teardrop,"((NUFORC Note:  Source, who remains anonymous, fails to provide any information about the alleged sighting incident.  PD))"
33,12/28/18 21:00,Bozeman,MT,Light,"Was taking out the trash, looked up and saw 4 bright red/orange lights.  I'm not wearing glasses so the lights appeared to me very big.  They were in the northern sky, stretching diagonally across my horizon.  They were not stars, made no sound and they weren't moving like a plane, they were moving separately and erraticly.  "
34,12/28/18 18:38,San Simeon,CA,Light,A bright orange light was seen over the Santa Lucia Mountains to the north of Hearst Castle.
35,12/28/18 02:00,Pierceton,IN,Oval,"While taking pics of the Moon, I saw a bright oval-ish shape moving sparatically from ground level to horizon level in front of my sightline of the Moon.  It moved very quickly, could NOT have been a conventional aircraft."
36,12/27/18 18:49,Indianapolis,IN,<br/>,MADAR Node 07
37,12/27/18 11:49,New London,CT,<br/>,MADAR Node 99.
38,12/26/18 22:30,Dunkirk,MD,Oval,Round UFO in the distant sky hovering then dropped straight down behind the tree line at incredible speed.
39,12/26/18 22:00,Lexington,NC,Circle,Glowing circular object with dark blue ring falling from the sky
40,12/26/18 21:20,Clay City,KY,Triangle,I recorded an event of white blinking lights in the shape of a triangle.
41,12/26/18 19:53,Salisbury,NC,Sphere,3 fiery crimson orbs at low altitude
42,12/26/18 19:45,"Fishkill (on I-84, eastbound; just past)",NY,Disk,"Large disk or saucer-shaped object with yellow and red blinking lights, rotating around its perimeter"
43,12/26/18 18:00,Memphis,TN,Other,I was driving down interstate 40 towards appling hwy64 and saw a boomerang shaped disc with one light moved fairly fast then disappeared before i could get my phone out
44,12/26/18 02:35,Clover,SC,Flash,Bright boomerang shaped object caused corneal burns
45,12/25/18 23:00,Morristown,TN,Triangle,Was told my an acquaintance that he and his family witness 12 triangular UFO's hover over the land they live on Christmas evening.
46,12/25/18 21:00,Saint Louis Park,MN,Light,7-8 light floating up in western skies around 9:00 pm.
47,12/25/18 21:00,Casco,ME,Circle,"Flashing, Hovering Craft Seen for A Long Period of time in Casco, Maine."
48,12/25/18 14:13,Richland,WA,Cylinder,"I was driving to a local winery for a get together and saw 3 cylinder like objects ahead of me.  They grew closer and closer to me, the more I drove, then within seconds were to the right of me.  I attempted to get my phone which had gone dead due to overheating (very odd) and nearly burnt my hand.  As I threw the phone down in pain the objects were then to the left of me.  A bright light shined in front of me like floodlights (it was day time yet still very very bright) and I threw up and had a headache for the next couple of hours.  After I left the event I noticed am odd symbol on the car resembling a cave and arrows surrounded by a circle.  "
49,12/25/18 13:04,Pinellas Park,FL,<br/>,MADAR Node 135
50,12/25/18 11:29,Brook Park,OH,<br/>,MADAR Node 04
51,12/25/18 06:18,Saugus,MA,Chevron,Through binoculars viewing the ISS flyover which was traveling ENE a dark shadowy shield possible triangular grey object crossed its path from my perspective.  The object was traveling south to north.  The object had no running lights and I lost view of it quickly in adjusting my view space in binoculars as a car was approaching and I was at the curbside.  I realize it was near the space station just appeared that it went by in the background but probably higher in altitude.  It was moving quite fast. 
52,12/25/18 01:00,Miamisburg,OH,Fireball,Strange fireball object that never burned out.
53,12/24/18 23:24,Seymour/Woodbridge line (route 67 coming from off of route 8,CT,Fireball,"Entire family, including cars behind us (some pulled over to watch), observed 4 extremely bright red/orange spheres very high above traveling from north-west to east - some object would hang in one spot while others would continue traveling (as if surveying/looking for something), then catching up to the rest at immense speed, then at one point, each object would begin fading and just vanish up."
54,12/24/18 22:32,Weymouth,MA,Circle,"5 red circular orbs, traveling equidistant from each other."
55,12/24/18 22:30,Bristol,TN,Light,"Saw 7 dim lights flying over Bristol, TN, very high up.  Flew in formation, except the center light which occasionally left and returned."
56,12/24/18 22:30,Lenoir,NC,Light,Blinking lights have been appearing and hovering over the blue ridge mountains.  They occasionally move higher and higher until they can no longer be seen from the window frame without bending down.  They're gone by 11PM every night.  
57,12/24/18 21:30,Southbury,CT,Light,Bright light sparked across the sky and disappeared.
58,12/24/18 21:15,Braselton,GA,Fireball,"15 plus red fireballs following each other, similar looking to single afterburners?, all in a row ... no noise."
59,12/24/18 20:55,Bettendorf,IA,Light,"facing East I saw an large orange light (I thought it was medivac hel.) no sound.  I called my sister to look out. phone 20:55 call lasted 1.5 min. a second orange light appeared out of the same direction heading West.  When the first light was just above me it made a wide turn and headed North. 3 or 4 seconds later the second light turned North. the first light faded out and the second one did at the same distance.  the light was the same brightness on approach as it was leaving.  (the light was the thing, not like a spot light)  NO SOUND. after a min. a plane came out of the North West and I could hear it, and see the wing, tail, and strobe light."
60,12/24/18 18:35,Riverton,WY,Formation,7 lights in motion not aircraft
61,12/24/18 17:40,Great Falls,MT,Light,6 bright lights in a diagonal line
62,12/24/18 05:48,Stirling (UK/Scotland),<br/>,Circle,I was out early morning on Christmas Eve.  I walked down to the fence of the Lade and i had turned back as the gate stopped me from going further.  As i turned back i seen a glowing object in the sky being so early in the morning i wouldn't think anyone was playing with a drone being the holidays also.  When i took out my phone to look i was able to zoom in and see past its bright white lights  it was a circle shaped floating object that appeared to be spinning quickly and it had strange markings on its face.  To make sure i took pictures of the moon and the object for comparison so know one could say its the moon to this day i don't know what it is but i don't know it wasn't a chinese lantern or a plane it was something else.
63,12/24/18 01:00,Midville,GA,Unknown,My family and I just wittnesed about 50 or more objects flying thru the air.  They were very unusual due to the fact that 1 would multiply into several.  Just wondering if anyone else witnessed this.
64,12/24/18 00:02,Delran,NJ,Light,Captured on my home security camera.
65,12/23/18 20:00,Montague,MA,Cone,Slow-moving orange ball of light observed by 2 adults
66,12/23/18 18:00,Corona,CA,Egg,I looked up and saw two dark shape disc like oval wiwith 4 green lights on each disc being escorted by a loud chopper and was able to see a sillahueta shape disc.
67,12/23/18 09:09,Lenoir,NC,Light,Bright blinking lights hovering over the blue ridge mountains.  This is not the first time. They do not appear every night.  Sometimes they'll skip a night or a few.  When they appear they hover in one place for awhile.  They'll move higher occasionally until we can no longer see them in the frame of the window.  They are usually gone by 11PM.  Viewed from the village of Cedar Rock.
68,12/23/18 01:00,Kentfield,CA,Oval,"Oblong aircraft, very strange loud noise with flashing green and colored lights."
69,12/23/18 00:03,Delran,NJ,Light,Streak of light caught on in the night sky by video surveillance camera.
70,12/22/18 22:00,Middletown,CT,Unknown,Numerous high altitude fast moving lights in formation.
71,12/22/18 18:30,Tarboro,NC,Sphere,large group of orange orbs
72,12/22/18 14:30,Attleboro,MA,Sphere,Reflective sphere flew overhead without noise and flew away at a high rate of speed.
73,12/22/18 12:09,Montclair,NJ,Triangle,"Driving on the road we noticed something that was hovering , bright three lights at each corner with lights in the middle and a red blinking light  , as soon as I started to record the triangle craft it started to move at a very low clearance."
74,12/22/18 09:30,Pinellas Park,FL,<br/>,MADAR Node 135
75,12/22/18 08:05,Coral Springs,FL,Light,4 orange spheres moving in formation
76,12/22/18 06:45,Spirit lake,ID,Light,Jagged movement up and down dissapeared after 25 minutes flew up light faded.  At one point the light was brighter and it looked like a triangle but I couldn't quite tell.  It seemed as if it was teleporting at times left small faint trail and when I tried to take a picture my phone stoped working
77,12/22/18 06:40,Caryville,TN,Circle,"Myself and my 2 daughters had walked out to leave, i looked at the mountians behind our house and saw the edge of the mountian was lite up bright from a light.  I quickly realized this was a beam of light coming down from a larger light.  It was so bright you could see the trees that it was lighting up.  The girls got scared so we leave and as we are getting on the intersrate which is between my house and the mountians  i start to look for the light source and as the mountian comes in to view there is a round ship with white lights around it, it's just perfectly hovering there over this section of trees, we look as long as we can until its out of site....""my husband and i are going to try to get to the area and check it"""
78,12/22/18 00:09,Union City,TN,Circle,This particular siding is not all that exotic.  I am mainly submitting this report to see if there are any others that might  corroborate it or have a explanation as to exactly what it was.
79,12/21/18 23:57,Rowley,MA,Triangle,"Just saw a very large triangular craft flying extremely low above my house, which is located in a wooded area.  Craft had lights at each point that were a very bright white.  There were also multi colored lights towards the center of the craft."
80,12/21/18 22:15,New Denver (Canada),BC,Circle,A red glowing circle was sited above the top of a mountain  just North of the New Denver Glacier in the west Kootenays in B.C. on the 2
81,12/21/18 21:50,Pleasant Hill,MO,Rectangle,"Rectangular object, fades away into space."
82,12/21/18 09:10,Nashville,TN,Other,Several small or one massive craft.  Reminded of story of the ACTUAL Phoenix lights.
83,12/21/18 04:49,Newington,CT,<br/>,MADAR Node 106
84,12/21/18 02:20,Perth (Western Australia),WA,Changing,((NUFORC Note:  Witness provides no information.  PD))
85,12/20/18 20:45,Tonganoxie,KS,Triangle,Saw a triangular aircraft hovering at night near the tonganoxie I-70 exit.
86,12/20/18 17:30,London (UK/England),<br/>,Light,Static green light dropped vertically changer to red held static again and dropped vertically again.
87,12/20/18 06:38,Cowpens,SC,Light,This looked similar to a jet behind the clouds.  Except there were no clouds.  This was a completely clear morning.  The weirdest part was it was almost invisible other than the 3 white lights leaving behind a trail.
88,12/20/18 04:30,Kingman,AZ,Circle,"Round, flashing multi-colors, hovering than moving in different directions."
89,12/20/18 03:48,Maracanaú (Ceara)(Brazil),<br/>,Unknown,Simplesmente incrível.
90,12/19/18 22:33,Newington,CT,<br/>,MADAR Node 106
91,12/19/18 21:30,Estelline,TX,Light,Fleet of lights going against wind in Estelline Texas
92,12/19/18 21:00,Miami,FL,Light,"During my nightly ritual of looking up stars with an app called Star Walk I noticed 2 very odd lights, very high up, apprx 50k-75k ft.  I can guess this because I live a few miles south and east of Miami International, there are planes landing and taking off all the time and I was able to get a plane at flying altitude as a comparison.  Using the Star Chart app I confirmed it was not Cassiopedia and no other visible stars were at this location.  Two lights.. One bright white with another just beside it slowing drifting due east..  Watched with my dad as they very very slowly moved east until they were gone.  Not very dramatic but I am certain they weren't planes..  Definitely not stars..  With all the light polution in Miami they were incredibly bright and any planets and stars would have definitely shown up on the star chart."
93,12/19/18 20:15,Anaheim,CA,Unknown,12/19/2018 Anaheim Ca 20 seconds  2 red lights with helicopter chasing moving very fast. seen by 4 people 12/20/2018
94,12/19/18 18:00,Oakwood,GA,Formation,My girl friend and i seen this bright light in the sky on way back home when we arrived we relized it was alot lower and closer to hour house than expected as we pulled in it went from hovering not to much higher than tree tops to rapidly taken off.   It looked about 30ft wide and 15ft long with 3 bright lights like a shallow pyramid shape of light formation
95,12/19/18 17:41,Cotati,CA,Light,"Strange light streak over Cotati, CA"
96,12/19/18 14:00,Poway,CA,Cylinder,Metallic Cylindrical Shape Object
97,12/19/18 07:35,Graniteville,VT,Rectangle,We were riding in our car and I saw a what looked like two stars.  But tonight it was cloudy and there were no stars visible.  The lights were also too bright to be any star.  The lights turned red and flashed.  Then it started to move at a high speed that no airplane could match. 
98,12/19/18 06:00,Windsor,CT,Light,Extremely bright white light in early a.m. sky
99,12/19/18 05:38,Salinas,CA,Other,"Corkscrew sort of smoke heading downward but at a slow speed and pausing.  It was evening and the smoke/ cloud seemed to be very bright and illuminating it's trail above.  Clearly it represented a ""?"" (In that""?"" form) precisely when it was over."
100,12/19/18 05:30,Pendleton,OR,Light,"I was traveling east on I-84 from Hermiston to Pendleton after work.  I noticed a bright light that appeared at first to be a very bright star.  As I got closer and it got bigger, I realized that it wasn't a star.  It was a bright light with a hazy aura surrounding it.  It stayed fixed above Pendleton. "
101,12/19/18 04:00,Fresno,CA,Light,"I woke up at approximately 4:00am after having a very weird dream and went downstairs to get water.  As I was getting water, I looked out my window and saw a very bright light that seemed like it was a star at first but was much bigger than a star.  I went back to bed but decided to go back downstairs and outside to record this light.  As I recorded the light, it seemed to be shape shifting or moving somehow but staying relatively in the same position."
102,12/18/18 22:32,Holden Beach,NC,Cylinder,A cylyndrical shaped object traveling from North to South was observed traveling at a great speed.  Coloration was green and the object disappeared at about 30 degrees above the horizon.
103,12/18/18 22:30,St. Augustine,FL,Light,A bright white light flashed and then a green light appeared and floated across the sky until it vanished.
104,12/18/18 22:00,Sharpsburg,KY,Unknown,Lights followed us
105,12/18/18 21:00,Beaver dam,WI,Light,Random light flashing white and red in the sky and not moving.  Second night in a row this has been seen.
106,12/18/18 19:00,Oak Island,NC,Sphere,"At approximately 7:00p.m, I thought I saw a strange light in the sky over the ocean through my window.  I grabbed my glasses and went out onto our porch, which faces the ocean to the south.  Whatever light I had seen was no longer visible but I noticed some small white lights blinking very fast and moving at what appeared to be extreme rates of speed.  The lights would sometimes appear to be chasing each other and other times seemed to be moving in unison."
107,12/18/18 18:05,Cicero,IN,Cigar,Intensive bright oval/cigar light over Cicero Indiana hovered in the before moving disappearing to a pinpoint in seconds.
108,12/18/18 16:35,Mountain View,CA,Light,Light near moon slowly move away from it
109,12/18/18 14:00,Phoenix,AZ,Diamond,Today at Phoenix.
110,12/18/18 12:27,Newington,CT,<br/>,MADAR Node 106
111,12/18/18 09:00,Kehei,HI,Circle,"Shooting pictures of clouds at work, then I checked my piks when I got home.there in the middle of the pik and in the cloud trail, a UFO"
112,12/18/18 06:00,Johns Creek,GA,Circle,Very bright light
113,12/18/18 05:12,Atco,NJ,Oval,Two oval lighted objects seen in the nite sky were rotating and moving quickly in straight lines then disappeared clear dark nite
114,12/17/18 22:00,Redkey,IN,Light,Very bright light in SouthEastern sky.  The light moved erratically and was changing colors from red/purple.
115,12/17/18 21:00,Hickory,NC,Circle,"Orange Glowing and Pulsing Circular Object over Hickory, NC, USA"
116,12/17/18 21:00,Albuquerque,NM,Other,Observation of huge bubble like orbs things around neighbor's house across the way by the Rio grande.  Neighbor was outside for a little while then a glow was emitting from this person and it started growing bigger and brighter as the bubble orbs were around this person.
117,12/17/18 20:00,Conway,SC,Triangle,The lights were kind of multiplying in what looked like a possible triangular pattern and then all of sudden disappeared.  They were yellow in color.
118,12/17/18 20:00,Dublin,GA,Triangle,1 light to 3 lights and flickering.
119,12/17/18 19:30,Georgetown,SC,Unknown,"5-6 yellowish orange lights moved straight up then curved into diagonal, then slowly turned completely horizontal moving across the sky.  "
120,12/17/18 15:00,Tulsa,OK,Unknown,Driving along hwy 412 you in the sky it had 4 lights one on each side.  It just hovered with each light blinking one after another.  It was just there and it gave me a creepy feeling.
121,12/17/18 12:41,Nazareth,PA,Triangle,It was very distinguished triangle edges above clouds.  Thought it was a cloud but saw other pics of same kind of ship on a website.
122,12/17/18 11:45,Chicago,IL,Circle,Two round silver objects flying behind an airplane
123,12/17/18 02:00,Tiverton,RI,Diamond,"Red lights along outer edge, diamond shape."
124,12/17/18 01:30,Novato,CA,Unknown,"Loud, typical ufo sound was heard."
125,12/16/18 23:45,Jacksonville,FL,Light,Orange (fire color) object.  very bright.  low flying across almost the entire sky from west to east.  very slow moving and no sound as it past over head.  it slowly dimmed and faded out..
126,12/16/18 20:50,Hesperia,CA,Disk,UFO close to Oak hills
127,12/16/18 19:15,Forest Park,IL,Light,"I live in. 5th floor condo in Forest Park.  It faces east with an excellent view of downtown Chicago, through the floor to ceiling glass sliding doors.  While sitting on my couch, I witnessed a single very bright white light swoop down from west to east,disappearing in the eastern sky.  It took about 2 seconds.  Coincidentally (or not), I had just finished watching Close Encounters of the Third Kind."
128,12/16/18 19:15,Louisville,KY,Sphere,"We observed 9 orange spheres traveling south to north over the city.  All in the same direction and at different altitudes.  Formation was 2 further ahead, 4 in the middle, and 3 strung out behind.  I'm a pilot and these were not airplanes.  Just a steady burning orange light.  Too fast to be Japanese lanterns.  Video was also captured."
129,12/16/18 18:22,Albuquerque,NM,Sphere,Me and kid saw huge bubble like orbs around us and was moving and glowing.  Saw what looked like a person glowing too across the street.
130,12/16/18 17:30,Luray,VA,Flash,"There was 3 consecutive flashes over the sky, almost like it was building up and the last one was almost like day time."
131,12/16/18 17:15,Sugden,OK,Circle,Large circular bright light.
132,12/16/18 17:00,Baldwin City,KS,Cigar,Cluster of unidentifiable objects west of Baldwin City
133,12/16/18 03:00,Smithton,PA,Disk,"It was early morning on December 16, 2018. My boyfriend and I were driving to get some food from a local restaurant.  We were nearing a stop sign when we noticed in the field directly in front of us a few strobing white lights in 2 lines fewer lights in the time row of them.  "
134,12/16/18 00:00,Lihue,HI,Cigar,Glowing green light twenty feet from me.
135,12/15/18 23:00,Fresno,CA,Sphere,Whooshing Sphere with red lights and a white search light at the bottom.
136,12/15/18 20:43,Mulberry,FL,Cylinder,I looked off to the South and noticed a bunch of Lights coming from down low from the South heading to the east and they were making no noise no green or blue lights blinking it kept coming so I went inside and got my girlfriend and she came out and did the video on it never made no noise or anything was really strange.
137,12/15/18 20:00,Greensburg,PA,Unknown,just saw lights ove where 66 meets 66 bybass
138,12/15/18 20:00,Albuquerque,NM,Circle,A bunch of orbs and someone glowing.
139,12/15/18 20:00,Denvee,CO,Formation,"4 lights in the sky making shape formations, triangle, square, line.  then disappear , reappear.  Countinueing for 5+ mins"
140,12/15/18 18:06,Denver,CO,Fireball,"Several massive fireballs disappearing and reappearing in different #s, 2 to 4 to 3.  No apparent formation or shape, would reappear in a different spots sometimes, but still close to each other.  My GF and I were walking to meet friends and we both saw them."
141,12/15/18 18:00,Pittsburgh,PA,Light,Me and my parents were driving to my little sisters birthday party in Robinson.  I look towards a ups compound/ office building.  I see a orb or some kind of light start to float up and it went up then it flew over us.  I looked towards my sister who I am one year older than I tell her “Did you see that?!”  Then she said “ I think...”for the rest of the day I’ve been wanting to report this but I am confused and scared please let me know about this.
142,12/15/18 06:00,Lake Villa,IL,Light,"3,4 hovering lights"
143,12/14/18 23:30,Albuquerque,NM,Light,Silent fast accelerating object above Albuquerque Sunport.
144,12/14/18 22:11,Perth (Australia),<br/>,Circle,"There's basically a meteor shower going on at the moment, plus there's lightning.  My Nan and I were looking for meteors when I saw a slow moving object move East to North.  It then stopped, started flashing and disappeared into the clouds above.  Somewhat chlling experience."
145,12/14/18 18:00,Makawao,HI,Light,Saw around shaped warm yellow glowing light coming from the North side of the island called Paia heading South toward Haleakala.  It flew right over our front yard in Makawao then over Haleakala noted no other colored lights like a plane would and no sound.  There were two of us observing this sighting.  
146,12/14/18 13:30,Albuquerque,NM,Other,"Around 1-2pm a jet black Angled object about 2500ft altitude, est. 200ft to 400ft long point to tip to point, drifted along West to East for about 30 minutes approximately following Lomas Blvd East near San Mateo, and made it to Juan Tabo before I lost it.  Very strange, and certainly not a weather balloon.  The way it was stalled in the sky was center angle up, and ends down.  If it had been filled with helium, it would have been inverted.  It also reflected light from the sun.  Did anyone else see this?"
147,12/14/18 05:05,McPherson,KS,Fireball,"Took my dogs for a walk at 0500, first step off seen a fast half way falling shooting star.  Ok cool. "
148,12/14/18 04:15,Wenatchee,WA,Unknown,"Was woken up to a loud swishing sound, and saw a bright light bluish green, with white tail. Was sleeping at my customer, when my truck shook, woke up and seen the light."
149,12/14/18 04:00,Chewelah,WA,Teardrop,Bluish green teardrop traveling through sky.
150,12/14/18 03:15,Centreville,MD,Light,Hovering light in the sky with disappearing lights toward the ground and shadows.
151,12/13/18 21:00,Glendale,AZ,Light,"Many Orange Lights Over North Glendale, AZ."
152,12/13/18 20:58,Kill Devil Hills,NC,Other,When walking the dog Heard what sounded like a giant bird flapping its wings.  At the same time my wife  yelled oh  and ask what was that?  At the same time ask her what was the sound ?  She stated that she seen a light in the sky that was traveling very fast headed toward the moon.  What ever it was was very quiet and disappeared quickly.  The entire incident was only about about 5 to 10 seconds
153,12/13/18 20:58,Kill Devil Hills,NC,Other,"When walking the dog, heard what sounded like a giant bird flapping its wings.  At the same time my wife yelled, ""Oh,"" and asked, ""What was that?""  At the same time, I asked her what was the sound?  She stated that she seen a light in the sky that was traveling very fast headed toward the moon.  Whatever it was was very quiet and disappeared quickly.  "
154,12/13/18 19:50,Buckeye,AZ,Light,Amber lights south of buckeye Arizona appearing for approximately 3 to 5 minutes
155,12/13/18 19:00,Ruidoso,NM,Light,Same object seen two consecutive nights.
156,12/13/18 18:25,Twin Falls,ID,Other,"I saw 5 separate bright yellow lights in the western sky that began as one bright light for about 6 seconds, then multiplied to 5 more bright lights over a period of approximately another 6 seconds."
157,12/13/18 18:25,Tucson,AZ,Light,Five yellow orange objects low in the west.
158,12/13/18 17:00,Barnstaple (UK/England),<br/>,Triangle,Triangular shape in the sky with blue lights
159,12/13/18 16:00,Mountain Home,ID,Light,1 orange light multiplying into 6 other orange lights
160,12/13/18 11:00,Colorado Springs,CO,Sphere,I was taking a walk near Colorado Springs and took photos as it was a beautiful day.  In one photo I saw a blue orb.  I thought the sun may have caused a strange reflection on lense of I phone.  I did not see it with naked eye.  
161,12/12/18 21:00,Helena,MT,Circle,Brilliant sphere streams across the sky and then falls out of the sky!
162,12/12/18 20:56,Colby,KS,Light,Red light in the sky.
163,12/12/18 20:00,Arcadia,MO,Circle,"You can see a movement, but very slight. Hovering with red & blue lights circling it."
164,12/12/18 18:30,Mt Hermon,<br/>,Disk,On my way home from work.  Followed by a disc craft down hwy 25 and also onto hwy 38 as I drove.  It was a disc making strange maneuvers and not very high up so it was clearly visible.  It flashed red and white lights around the craft.  It disappeared from my view entirely before I turned off on my road.
165,12/12/18 17:30,Caro,MI,Light,I was almost home and noticed this green light well actually is was like a light neon green.  I was heading north on Hurds Corner road and it was at my 10 o'clock moving easterly.  It moved smooth and very quick and there was no blinking lights anywhere on it.  When it got a little to the east it turned 90° to the north and disappeared.
166,12/12/18 15:00,Vandalia,MI,Unknown,I was in my garage an I could here a low chirping sound and I went outside I could tell the sound was coming from the sky so I looked up and at about that same time a black gray blur shot over me it was only about 50 feet above me when it went over
167,12/12/18 14:25,Pleasant Hill,MO,Circle,"I observed a round circular silver metalic object traveling East overhead in the clouds, then race extremely fast and disapearing within seconds."
168,12/12/18 04:45,Kansas City,MO,Other,Looked like star trek warp engine double trail.
169,12/12/18 01:00,Hillsboro,OR,Unknown,About 10 aircraft hovering with lights over Hillsboro OR swaying in all directions
170,12/12/18 00:40,Vancouver,WA,Other,Huge flashes of color lighting up the sky almost like a nuke went off but no mushroom cloud and it was colorful.
171,12/12/18,Lenoir,NC,Light,Bright blinking lights over the Blue Ridge Mountains.  Viewed from the village of cedar rock.
172,12/11/18 22:45,Colorado Springs,CO,Triangle,"Reddish orange flashing lights in a pattern.  Rimmed the triangular, boomerang shape. Would hover in one spot,  as soon as I thought it had disappeared it would reappear moving/ hovering south west.  Finally vanished."
173,12/11/18 19:30,St. George,WV,Disk,UFO disk hovering over my house.
174,12/11/18 19:15,Vidalia,GA,Other,2 bright ref lights blinking one after the other hovering and changing form
175,12/11/18 18:30,Longmont,CO,Light,Flashing blue light hovered over FAA center in Longmont before zipping away.
176,12/11/18 17:30,Aurora,IL,Sphere,"An a Brightly Sphere was seen around the area flying very slowly,  I was able to take video of this as the object was noticeably brighter in the skies of the area."
177,12/11/18 16:58,Concord,NH,<br/>,MADAR Node 10
178,12/11/18 07:00,Bozeman,MT,Circle,"Object in night sky performs incredible maneuver over Bozeman, MT.  12/11/18"
179,12/10/18 22:00,Beaumont,TX,Light,"I was outside a hospital smoking a cigarette.looked up and saw a bright white light that resembled a star, except it got dimmer and dimmer then slowly went away.  I've seen this before.  The first time was approximately 2 months ago (10/14).  That time i heard a noise and my dogs went insane as the light seemed to disappear behind a small field of trees.  My dog definitely felt something.  Also when I got back in the house, it appeared that i lost track of time as 3 hrs had passed.  As though i spent 3 hrs looking at that object.  I recorded it.  And im wondering.  What did i see??"
180,12/10/18 20:47,North Branch,MN,Light,Large bright reddish light ejecting 8 identical projectiles towards the ground then disappearing
181,12/10/18 20:30,South Amboy,NJ,Light,Bright linear light that quickly disappeared
182,12/10/18 17:50,Troy,MO,Teardrop,"I was walking back from my barn and I always look up up the see if I can see any satellites or the space station.  Way up high, star height from the ground, looked like a sperm that flew squares.  "
183,12/10/18 16:30,Kent,CT,Light,A sundown UFO sighting
